gene	HalfLife_vals_logPhase	HalfLife_cls_logPhase	HalfLife_BestIntervalMSE_logPhase	HalfLife_vals_hypoxia	HalfLife_cls_hypoxia	HalfLife_BestIntervalMSE_hypoxia	HalfLife_FC_hypoxiaToLogPhase	HalfLife_FCcls_hypoxiaToLogPhase
MSMEG_6447	NA	NA	NA	24.83	Med-slow	0.2881	NA	NA
MSMEG_6449	0.62	Fast	0.0806	37.59	Med-slow	0.276	60.63	Large
MSMEG_6450	0.58	Fast	0.1728	21.46	Med-fast	0.2488	37	Med-large
MSMEG_6451	0.8	Med-fast	0.2344	NA	NA	NA	NA	NA
MSMEG_6452	3.08	Slow	0.019	24.3	Med-slow	0.1415	7.89	Small
MSMEG_6453	1.21	Med-slow	0.0326	24.62	Med-slow	0.2506	20.35	Med-small
MSMEG_6454	1.49	Slow	0.0203	20.37	Med-fast	0.0849	13.67	Small
MSMEG_6455	1.71	Slow	0.0523	12.28	Fast	0.1262	7.18	Small
MSMEG_6456	1.2	Med-slow	0.0871	14.42	Fast	0.1899	12.02	Small
MSMEG_6457	0.93	Med-fast	0.3251	16.23	Fast	0.2015	17.45	Small
MSMEG_6461	NA	NA	NA	29.49	Med-slow	0.213	NA	NA
MSMEG_6462	0.82	Med-fast	0.0789	18.84	Med-fast	0.119	22.98	Med-small
MSMEG_6463	0.75	Med-fast	0.0394	21.64	Med-fast	0.2209	28.85	Med-large
MSMEG_6464	0.52	Fast	0.3785	NA	NA	NA	NA	NA
MSMEG_6465	0.79	Med-fast	0.1111	56.52	Slow	0.1966	71.54	Large
MSMEG_6466	1.29	Med-slow	0.035	51.17	Slow	0.1517	39.67	Med-large
MSMEG_6467	NA	NA	NA	18.52	Med-fast	0.2473	NA	NA
MSMEG_6468	2.33	Slow	0.0282	38.21	Med-slow	0.1151	16.4	Small
MSMEG_6471	1.44	Slow	0.0377	NA	NA	NA	NA	NA
MSMEG_6472	1.98	Slow	0.4904	NA	NA	NA	NA	NA
MSMEG_6473	0.76	Med-fast	0.1421	20.91	Med-fast	0.165	27.51	Med-large
MSMEG_6474	0.96	Med-slow	0.114	31.53	Med-slow	0.1468	32.84	Med-large
MSMEG_6475	0.42	Fast	0.1545	26.12	Med-slow	0.1735	62.19	Large
MSMEG_6476	0.74	Med-fast	0.1601	14.64	Fast	0.3513	19.78	Med-small
MSMEG_6477	1.77	Slow	0.0336	21.59	Med-fast	0.1369	12.2	Small
MSMEG_6478	0.7	Fast	0.1697	15.75	Fast	0.0627	22.5	Med-small
MSMEG_6479	1.07	Med-slow	0.0947	18.15	Med-fast	0.1439	16.96	Small
MSMEG_6480	0.66	Fast	0.2815	12.09	Fast	0.1438	18.32	Small
MSMEG_6481	0.82	Med-fast	0.0324	177.24	Slow	0.1272	216.15	Large
MSMEG_6482	0.62	Fast	0.0524	14.42	Fast	0.2039	23.26	Med-small
MSMEG_6483	0.64	Fast	0.1423	28.69	Med-slow	0.1653	44.83	Large
MSMEG_6484	0.65	Fast	0.0139	27.95	Med-slow	0.107	43	Large
MSMEG_6485	1.53	Slow	0.0322	24.99	Med-slow	0.1403	16.33	Small
MSMEG_6486	0.88	Med-fast	0.1034	55.22	Slow	0.2222	62.75	Large
MSMEG_6487	1.2	Med-slow	0.0983	16.74	Fast	0.3861	13.95	Small
MSMEG_6488	1.59	Slow	0.2549	11.94	Fast	0.3031	7.51	Small
MSMEG_6489	3.62	Slow	0.4092	NA	NA	NA	NA	NA
MSMEG_6491	1.94	Slow	0.3161	NA	NA	NA	NA	NA
MSMEG_6492	0.53	Fast	0.1935	NA	NA	NA	NA	NA
MSMEG_6497	0.76	Med-fast	0.0437	10.08	Fast	0.3613	13.26	Small
MSMEG_6499	NA	NA	NA	12.23	Fast	0.3046	NA	NA
MSMEG_6500	1.18	Med-slow	0.0468	69.52	Slow	0.4086	58.92	Large
MSMEG_6501	1.07	Med-slow	0.2615	NA	NA	NA	NA	NA
MSMEG_6502	3.32	Slow	0.173	114.63	Slow	0.1317	34.53	Med-large
MSMEG_6503	NA	NA	NA	8.56	Fast	0.3897	NA	NA
MSMEG_6504	3.41	Slow	0.1607	77.04	Slow	0.1202	22.59	Med-small
MSMEG_6505	1.9	Slow	0.2023	NA	NA	NA	NA	NA
MSMEG_6506	1.12	Med-slow	0.1643	16.62	Fast	0.4255	14.84	Small
MSMEG_6507	1.49	Slow	0.0805	34.55	Med-slow	0.1384	23.19	Med-small
MSMEG_6508	1.27	Med-slow	0.0302	16.98	Fast	0.2807	13.37	Small
MSMEG_6509	1.46	Slow	0.1166	31.02	Med-slow	0.4371	21.25	Med-small
MSMEG_6510	0.86	Med-fast	0.2055	42.9	Slow	0.365	49.88	Large
MSMEG_6511	1.02	Med-slow	0.0393	20.78	Med-fast	0.1302	20.37	Med-small
MSMEG_6512	1.11	Med-slow	0.0343	36.25	Med-slow	0.1079	32.66	Med-large
MSMEG_6514	0.67	Fast	0.0414	95.54	Slow	0.1085	142.6	Large
MSMEG_6515	0.46	Fast	0.1467	27.25	Med-slow	0.226	59.24	Large
MSMEG_6518	0.46	Fast	0.0624	8.93	Fast	0.1772	19.41	Med-small
MSMEG_6519	0.66	Fast	0.0428	10.18	Fast	0.1946	15.42	Small
MSMEG_6520	0.59	Fast	0.0491	15.85	Fast	0.099	26.86	Med-large
MSMEG_6522	0.85	Med-fast	0.0721	70.84	Slow	0.337	83.34	Large
MSMEG_6523	1.12	Med-slow	0.0776	25.58	Med-slow	0.4865	22.84	Med-small
MSMEG_6524	1.74	Slow	0.0329	102.54	Slow	0.3849	58.93	Large
MSMEG_6525	1	Med-slow	0.0888	17.46	Med-fast	0.1409	17.46	Small
MSMEG_6526	NA	NA	NA	10.82	Fast	0.2598	NA	NA
MSMEG_6528	1.12	Med-slow	0.1216	NA	NA	NA	NA	NA
MSMEG_6529	1.17	Med-slow	0.3023	NA	NA	NA	NA	NA
MSMEG_6532	0.96	Med-slow	0.132	26	Med-slow	0.398	27.08	Med-large
MSMEG_6533	NA	NA	NA	20.77	Med-fast	0.241	NA	NA
MSMEG_6535	0.69	Fast	0.0994	27.6	Med-slow	0.2739	40	Med-large
MSMEG_6538	1.61	Slow	0.078	23.18	Med-fast	0.205	14.4	Small
MSMEG_6539	2.37	Slow	0.4199	43.26	Slow	0.0903	18.25	Small
MSMEG_6540	0.44	Fast	0.0811	14.84	Fast	0.11	33.73	Med-large
MSMEG_6541	NA	NA	NA	17.21	Fast	0.0686	NA	NA
MSMEG_6542	1.01	Med-slow	0.055	16.93	Fast	0.0967	16.76	Small
MSMEG_6544	0.7	Fast	0.0189	16.63	Fast	0.1304	23.76	Med-small
MSMEG_6545	0.61	Fast	0.2047	31.5	Med-slow	0.1429	51.64	Large
MSMEG_6546	0.69	Fast	0.2222	15.66	Fast	0.1987	22.7	Med-small
MSMEG_6547	1.3	Med-slow	0.0214	20.08	Med-fast	0.3176	15.45	Small
MSMEG_6554	0.74	Med-fast	0.0842	NA	NA	NA	NA	NA
MSMEG_6555	1.05	Med-slow	0.1576	NA	NA	NA	NA	NA
MSMEG_6556	0.6	Fast	0.2816	7.94	Fast	0.1899	13.23	Small
MSMEG_6557	1.43	Slow	0.0076	12.53	Fast	0.0863	8.76	Small
MSMEG_6558	1.04	Med-slow	0.0358	17.76	Med-fast	0.1298	17.08	Small
MSMEG_6559	1.82	Slow	0.0353	13.65	Fast	0.1049	7.5	Small
MSMEG_6562	0.66	Fast	0.1947	36.4	Med-slow	0.3551	55.15	Large
MSMEG_6563	0.63	Fast	0.1189	29.02	Med-slow	0.3663	46.06	Large
MSMEG_6564	0.5	Fast	0.2756	12.24	Fast	0.2578	24.48	Med-small
MSMEG_6565	0.7	Fast	0.0543	25.26	Med-slow	0.0477	36.09	Med-large
MSMEG_6566	0.69	Fast	0.3109	29.17	Med-slow	0.0832	42.28	Large
MSMEG_6567	2.58	Slow	0.2875	NA	NA	NA	NA	NA
MSMEG_6569	1.6	Slow	0.056	NA	NA	NA	NA	NA
MSMEG_6570	0.84	Med-fast	0.1001	99.04	Slow	0.2492	117.9	Large
MSMEG_6571	0.53	Fast	0.1635	13.68	Fast	0.1138	25.81	Med-small
MSMEG_6574	0.76	Med-fast	0.1244	26.65	Med-slow	0.3082	35.07	Med-large
MSMEG_6575	0.87	Med-fast	0.0751	35.29	Med-slow	0.1305	40.56	Large
MSMEG_6577	0.76	Med-fast	0.0883	25.46	Med-slow	0.1829	33.5	Med-large
MSMEG_6579	5.02	Slow	0.1646	NA	NA	NA	NA	NA
MSMEG_6580	0.57	Fast	0.187	11.95	Fast	0.3069	20.96	Med-small
MSMEG_6581	0.8	Med-fast	0.1981	10.38	Fast	0.2062	12.97	Small
MSMEG_6582	0.92	Med-fast	0.1694	NA	NA	NA	NA	NA
MSMEG_6583	0.74	Med-fast	0.0551	18.44	Med-fast	0.0989	24.92	Med-small
MSMEG_6584	1.47	Slow	0.0371	164.53	Slow	0.4918	111.93	Large
MSMEG_6585	1	Med-slow	0.1143	NA	NA	NA	NA	NA
MSMEG_6586	0.79	Med-fast	0.3051	31.81	Med-slow	0.3779	40.27	Med-large
MSMEG_6587	0.77	Med-fast	0.1347	21.91	Med-fast	0.0468	28.45	Med-large
MSMEG_6588	0.53	Fast	0.1261	NA	NA	NA	NA	NA
MSMEG_6589	1.51	Slow	0.2528	22.52	Med-fast	0.1895	14.91	Small
MSMEG_6590	0.44	Fast	0.126	10.34	Fast	0.2688	23.5	Med-small
MSMEG_6591	2.05	Slow	0.4558	NA	NA	NA	NA	NA
MSMEG_6592	0.64	Fast	0.054	28.68	Med-slow	0.1782	44.81	Large
MSMEG_6593	0.73	Med-fast	0.102	NA	NA	NA	NA	NA
MSMEG_6594	0.98	Med-slow	0.1049	80.96	Slow	0.263	82.61	Large
MSMEG_6595	0.73	Med-fast	0.1057	NA	NA	NA	NA	NA
MSMEG_6596	0.46	Fast	0.0694	29.56	Med-slow	0.1316	64.26	Large
MSMEG_6597	0.58	Fast	0.1009	19.55	Med-fast	0.2286	33.71	Med-large
MSMEG_6598	0.87	Med-fast	0.026	41.72	Slow	0.336	47.95	Large
MSMEG_6600	2.3	Slow	0.0515	17.01	Fast	0.4683	7.4	Small
MSMEG_6601	0.64	Fast	0.0595	11.79	Fast	0.0917	18.42	Small
MSMEG_6602	1.03	Med-slow	0.103	41.44	Slow	0.2423	40.23	Med-large
MSMEG_6603	1.08	Med-slow	0.1097	NA	NA	NA	NA	NA
MSMEG_6604	0.64	Fast	0.3289	48.54	Slow	0.0742	75.84	Large
MSMEG_6605	0.64	Fast	0.199	17.75	Med-fast	0.1798	27.73	Med-large
MSMEG_6606	NA	NA	NA	114.32	Slow	0.4527	NA	NA
MSMEG_6607	3.83	Slow	0.3383	271.65	Slow	0.1447	70.93	Large
MSMEG_6610	NA	NA	NA	40.93	Slow	0.1648	NA	NA
MSMEG_6612	NA	NA	NA	20.91	Med-fast	0.2516	NA	NA
MSMEG_6613	NA	NA	NA	10.08	Fast	0.3648	NA	NA
MSMEG_6614	0.74	Med-fast	0.1988	19.07	Med-fast	0.1972	25.77	Med-small
MSMEG_6615	NA	NA	NA	58.83	Slow	0.2353	NA	NA
MSMEG_6616	NA	NA	NA	32.88	Med-slow	0.2151	NA	NA
MSMEG_6617	0.84	Med-fast	0.111	37.28	Med-slow	0.0726	44.38	Large
MSMEG_6618	0.85	Med-fast	0.0897	24.95	Med-slow	0.0896	29.35	Med-large
MSMEG_6620	0.4	Fast	0.1359	46.21	Slow	0.2098	115.52	Large
MSMEG_6621	1.33	Med-slow	0.2323	28.73	Med-slow	0.4369	21.6	Med-small
MSMEG_6622	0.65	Fast	0.0941	34.24	Med-slow	0.2331	52.68	Large
MSMEG_6623	1.83	Slow	0.4946	NA	NA	NA	NA	NA
MSMEG_6624	2	Slow	0.0742	NA	NA	NA	NA	NA
MSMEG_6625	0.74	Med-fast	0.3846	NA	NA	NA	NA	NA
MSMEG_6628	0.63	Fast	0.2557	21.25	Med-fast	0.2181	33.73	Med-large
MSMEG_6629	2.51	Slow	0.1677	NA	NA	NA	NA	NA
MSMEG_6630	1.49	Slow	0.0775	25.25	Med-slow	0.0752	16.95	Small
MSMEG_6631	2.56	Slow	0.2163	NA	NA	NA	NA	NA
MSMEG_6632	1.69	Slow	0.1526	NA	NA	NA	NA	NA
MSMEG_6634	2.65	Slow	0.4827	NA	NA	NA	NA	NA
MSMEG_6635	1.08	Med-slow	0.0686	15.93	Fast	0.2621	14.75	Small
MSMEG_6636	2.03	Slow	0.0852	20.19	Med-fast	0.2134	9.95	Small
MSMEG_6637	0.33	Fast	0.1408	NA	NA	NA	NA	NA
MSMEG_6638	1.09	Med-slow	0.1025	27.41	Med-slow	0.0815	25.15	Med-small
MSMEG_6639	1.43	Slow	0.0467	17.39	Med-fast	0.0899	12.16	Small
MSMEG_6641	0.58	Fast	0.1093	8.15	Fast	0.4986	14.05	Small
MSMEG_6643	0.39	Fast	0.1753	32.62	Med-slow	0.143	83.64	Large
MSMEG_6644	NA	NA	NA	84.55	Slow	0.3172	NA	NA
MSMEG_6645	2.34	Slow	0.2604	52.52	Slow	0.3919	22.44	Med-small
MSMEG_6647	1.05	Med-slow	0.2425	NA	NA	NA	NA	NA
MSMEG_6648	1.07	Med-slow	0.1074	9.43	Fast	0.3007	8.81	Small
MSMEG_6649	0.5	Fast	0.0455	42.4	Slow	0.2421	84.8	Large
MSMEG_6650	NA	NA	NA	10.31	Fast	0.4184	NA	NA
MSMEG_6654	0.45	Fast	0.0744	9.88	Fast	0.1433	21.96	Med-small
MSMEG_6655	NA	NA	NA	66.83	Slow	0.0963	NA	NA
MSMEG_6656	0.46	Fast	0.0867	21.69	Med-fast	0.098	47.15	Large
MSMEG_6657	NA	NA	NA	14.15	Fast	0.1719	NA	NA
MSMEG_6660	1.17	Med-slow	0.0283	NA	NA	NA	NA	NA
MSMEG_6661	0.92	Med-fast	0.0381	12.87	Fast	0.1005	13.99	Small
MSMEG_6662	0.91	Med-fast	0.0301	15.31	Fast	0.1615	16.82	Small
MSMEG_6663	1.45	Slow	0.3516	27.5	Med-slow	0.1278	18.97	Med-small
MSMEG_6664	NA	NA	NA	35.32	Med-slow	0.2286	NA	NA
MSMEG_6665	NA	NA	NA	36.93	Med-slow	0.3762	NA	NA
MSMEG_6666	NA	NA	NA	18.54	Med-fast	0.2561	NA	NA
MSMEG_6673	1.16	Med-slow	0.0857	26.59	Med-slow	0.3833	22.92	Med-small
MSMEG_6674	NA	NA	NA	23.32	Med-fast	0.2611	NA	NA
MSMEG_6676	1.21	Med-slow	0.1567	22.64	Med-fast	0.2276	18.71	Med-small
MSMEG_6677	0.96	Med-slow	0.0897	12.45	Fast	0.3471	12.97	Small
MSMEG_6678	0.95	Med-fast	0.1566	28.6	Med-slow	0.1327	30.11	Med-large
MSMEG_6684	2.78	Slow	0.0248	14.19	Fast	0.4755	5.1	Small
MSMEG_6685	0.97	Med-slow	0.1126	25.89	Med-slow	0.33	26.69	Med-large
MSMEG_6686	1.03	Med-slow	0.1111	71.26	Slow	0.2712	69.18	Large
MSMEG_6687	1.26	Med-slow	0.1227	34.11	Med-slow	0.3518	27.07	Med-large
MSMEG_6688	1.02	Med-slow	0.1474	41.12	Slow	0.0937	40.31	Med-large
MSMEG_6689	1.69	Slow	0.4933	20	Med-fast	0.3817	11.83	Small
MSMEG_6690	0.7	Fast	0.0421	20.79	Med-fast	0.1382	29.7	Med-large
MSMEG_6691	1.91	Slow	0.0526	NA	NA	NA	NA	NA
MSMEG_6692	2.03	Slow	0.4561	NA	NA	NA	NA	NA
MSMEG_6695	1.68	Slow	0.1878	NA	NA	NA	NA	NA
MSMEG_6696	NA	NA	NA	24.26	Med-fast	0.1469	NA	NA
MSMEG_6697	0.77	Med-fast	0.0478	19.22	Med-fast	0.109	24.96	Med-small
MSMEG_6698	0.76	Med-fast	0.0448	22.07	Med-fast	0.1856	29.04	Med-large
MSMEG_6699	0.58	Fast	0.0988	17.54	Med-fast	0.3082	30.24	Med-large
MSMEG_6700	0.65	Fast	0.1334	NA	NA	NA	NA	NA
MSMEG_6702	1.07	Med-slow	0.3317	NA	NA	NA	NA	NA
MSMEG_6703	0.85	Med-fast	0.4924	15.82	Fast	0.4361	18.61	Med-small
MSMEG_6705	NA	NA	NA	9.91	Fast	0.4794	NA	NA
MSMEG_6710	2.09	Slow	0.2046	12.24	Fast	0.3237	5.86	Small
MSMEG_6711	3.03	Slow	0.1117	31.39	Med-slow	0.2274	10.36	Small
MSMEG_6716	0.62	Fast	0.0808	11.15	Fast	0.3926	17.98	Small
MSMEG_6718	NA	NA	NA	19.49	Med-fast	0.4924	NA	NA
MSMEG_6719	1.5	Slow	0.0708	NA	NA	NA	NA	NA
MSMEG_6720	0.98	Med-slow	0.1699	45.81	Slow	0.2295	46.74	Large
MSMEG_6722	NA	NA	NA	15.26	Fast	0.3737	NA	NA
MSMEG_6723	NA	NA	NA	580.09	Slow	0.1774	NA	NA
MSMEG_6724	0.75	Med-fast	0.109	NA	NA	NA	NA	NA
MSMEG_6725	1.09	Med-slow	0.1051	NA	NA	NA	NA	NA
MSMEG_6726	0.7	Fast	0.0714	18.54	Med-fast	0.16	26.49	Med-small
MSMEG_6727	3.65	Slow	0.292	52.23	Slow	0.243	14.31	Small
MSMEG_6729	0.61	Fast	0.2293	21.5	Med-fast	0.1605	35.25	Med-large
MSMEG_6730	1.69	Slow	0.3006	34.82	Med-slow	0.1134	20.6	Med-small
MSMEG_6731	0.55	Fast	0.2299	16.31	Fast	0.2221	29.65	Med-large
MSMEG_6732	2.27	Slow	0.2177	42.39	Slow	0.4971	18.67	Med-small
MSMEG_6733	1.86	Slow	0.0287	34.49	Med-slow	0.1633	18.54	Small
MSMEG_6734	1.33	Med-slow	0.3377	NA	NA	NA	NA	NA
MSMEG_6735	1.1	Med-slow	0.2035	75.67	Slow	0.2928	68.79	Large
MSMEG_6736	0.63	Fast	0.1552	NA	NA	NA	NA	NA
MSMEG_6737	0.57	Fast	0.3538	16.59	Fast	0.1194	29.11	Med-large
MSMEG_6738	0.54	Fast	0.2052	13.78	Fast	0.0682	25.52	Med-small
MSMEG_6739	1.2	Med-slow	0.0869	15.29	Fast	0.2671	12.74	Small
MSMEG_6740	0.65	Fast	0.1844	44.87	Slow	0.2711	69.03	Large
MSMEG_6741	0.65	Fast	0.162	27.01	Med-slow	0.1238	41.55	Large
MSMEG_6742	0.55	Fast	0.3154	12.79	Fast	0.2134	23.25	Med-small
MSMEG_6743	4.24	Slow	0.2263	160.56	Slow	0.3484	37.87	Med-large
MSMEG_6744	1.41	Slow	0.0669	58.19	Slow	0.2408	41.27	Large
MSMEG_6745	0.61	Fast	0.1006	18.09	Med-fast	0.2246	29.66	Med-large
MSMEG_6746	0.81	Med-fast	0.0314	23.66	Med-fast	0.1163	29.21	Med-large
MSMEG_6747	0.66	Fast	0.2513	13.68	Fast	0.3365	20.73	Med-small
MSMEG_6748	0.75	Med-fast	0.0894	26.63	Med-slow	0.065	35.51	Med-large
MSMEG_6749	0.51	Fast	0.3321	29.48	Med-slow	0.3425	57.8	Large
MSMEG_6750	0.84	Med-fast	0.0892	34.62	Med-slow	0.3112	41.21	Large
MSMEG_6752	1.06	Med-slow	0.0137	NA	NA	NA	NA	NA
MSMEG_6753	1.05	Med-slow	0.1345	12.68	Fast	0.3347	12.08	Small
MSMEG_6754	0.49	Fast	0.0239	188.22	Slow	0.2792	384.12	Large
MSMEG_6755	0.7	Fast	0.0981	103.21	Slow	0.1561	147.44	Large
MSMEG_6756	0.72	Fast	0.1651	25.41	Med-slow	0.0514	35.29	Med-large
MSMEG_6757	0.82	Med-fast	0.0641	17.12	Fast	0.1022	20.88	Med-small
MSMEG_6758	1.07	Med-slow	0.0798	24.01	Med-fast	0.088	22.44	Med-small
MSMEG_6759	0.95	Med-fast	0.2101	83.6	Slow	0.0711	88	Large
MSMEG_6760	1.12	Med-slow	0.0575	20.81	Med-fast	0.167	18.58	Med-small
MSMEG_6761	1.22	Med-slow	0.1677	150.26	Slow	0.0678	123.16	Large
MSMEG_6762	0.74	Med-fast	0.084	80.29	Slow	0.3872	108.5	Large
MSMEG_6763	0.71	Fast	0.1872	NA	NA	NA	NA	NA
MSMEG_6764	NA	NA	NA	14.35	Fast	0.2428	NA	NA
MSMEG_6767	NA	NA	NA	43.1	Slow	0.1247	NA	NA
MSMEG_6768	NA	NA	NA	25.92	Med-slow	0.2118	NA	NA
MSMEG_6771	1.3	Med-slow	0.0972	NA	NA	NA	NA	NA
MSMEG_6772	1.53	Slow	0.0777	59.93	Slow	0.2707	39.17	Med-large
MSMEG_6773	1.41	Slow	0.0612	NA	NA	NA	NA	NA
MSMEG_6775	NA	NA	NA	54.2	Slow	0.4336	NA	NA
MSMEG_6776	0.59	Fast	0.2431	13.42	Fast	0.1036	22.75	Med-small
MSMEG_6777	0.79	Med-fast	0.1566	32.56	Med-slow	0.1259	41.22	Large
MSMEG_6778	0.5	Fast	0.1105	16.22	Fast	0.1378	32.44	Med-large
MSMEG_6779	1.09	Med-slow	0.0427	12.82	Fast	0.2627	11.76	Small
MSMEG_6780	0.66	Fast	0.0892	20.31	Med-fast	0.2298	30.77	Med-large
MSMEG_6781	1.5	Slow	0.499	32.43	Med-slow	0.1273	21.62	Med-small
MSMEG_6783	1.42	Slow	0.0598	31.12	Med-slow	0.0797	21.92	Med-small
MSMEG_6784	1.49	Slow	0.0713	50.96	Slow	0.1624	34.2	Med-large
MSMEG_6785	NA	NA	NA	127.57	Slow	0.2575	NA	NA
MSMEG_6787	NA	NA	NA	37.27	Med-slow	0.493	NA	NA
MSMEG_6788	0.79	Med-fast	0.1475	20.43	Med-fast	0.2869	25.86	Med-small
MSMEG_6789	1	Med-slow	0.026	1463.41	Slow	0.1386	1463.41	Large
MSMEG_6792	0.84	Med-fast	0.3961	NA	NA	NA	NA	NA
MSMEG_6793	0.63	Fast	0.1985	16.02	Fast	0.0896	25.43	Med-small
MSMEG_6794	NA	NA	NA	21.47	Med-fast	0.2408	NA	NA
MSMEG_6798	2.14	Slow	0.0648	200.33	Slow	0.111	93.61	Large
MSMEG_6800	1.38	Slow	0.0142	30.35	Med-slow	0.105	21.99	Med-small
MSMEG_6801	6.37	Slow	0.1951	36.08	Med-slow	0.0925	5.66	Small
MSMEG_6802	2.09	Slow	0.349	26.84	Med-slow	0.0921	12.84	Small
MSMEG_6803	2.23	Slow	0.3317	32.47	Med-slow	0.0999	14.56	Small
MSMEG_6804	2.31	Slow	0.4043	24.62	Med-slow	0.0667	10.66	Small
MSMEG_6805	NA	NA	NA	15.17	Fast	0.1605	NA	NA
MSMEG_6806	0.83	Med-fast	0.0952	17.95	Med-fast	0.1319	21.63	Med-small
MSMEG_6811	0.7	Fast	0.0733	13.94	Fast	0.3052	19.91	Med-small
MSMEG_6813	1.07	Med-slow	0.2138	NA	NA	NA	NA	NA
MSMEG_6815	0.59	Fast	0.1952	15.23	Fast	0.1221	25.81	Med-small
MSMEG_6816	0.64	Fast	0.233	23.88	Med-fast	0.0968	37.31	Med-large
MSMEG_6817	0.97	Med-slow	0.1049	32.99	Med-slow	0.1197	34.01	Med-large
MSMEG_6818	0.9	Med-fast	0.0783	18.93	Med-fast	0.2865	21.03	Med-small
MSMEG_6820	NA	NA	NA	131.91	Slow	0.2519	NA	NA
MSMEG_6821	0.46	Fast	0.1434	17.12	Fast	0.1239	37.22	Med-large
MSMEG_6822	2.43	Slow	0.0339	30.67	Med-slow	0.2097	12.62	Small
MSMEG_6824	1.03	Med-slow	0.0857	NA	NA	NA	NA	NA
MSMEG_6825	0.9	Med-fast	0.108	NA	NA	NA	NA	NA
MSMEG_6828	0.71	Fast	0.0372	27.13	Med-slow	0.2475	38.21	Med-large
MSMEG_6829	0.65	Fast	0.1426	13.85	Fast	0.2538	21.31	Med-small
MSMEG_6830	NA	NA	NA	25.04	Med-slow	0.3276	NA	NA
MSMEG_6831	0.64	Fast	0.4599	NA	NA	NA	NA	NA
MSMEG_6836	1.16	Med-slow	0.1576	58.72	Slow	0.4453	50.62	Large
MSMEG_6837	0.77	Med-fast	0.0519	15.2	Fast	0.475	19.74	Med-small
MSMEG_6839	0.49	Fast	0.3099	21.49	Med-fast	0.1776	43.86	Large
MSMEG_6840	0.69	Fast	0.3952	56.19	Slow	0.3349	81.43	Large
MSMEG_6842	NA	NA	NA	16.65	Fast	0.1618	NA	NA
MSMEG_6843	2.33	Slow	0.156	NA	NA	NA	NA	NA
MSMEG_6844	0.89	Med-fast	0.3881	NA	NA	NA	NA	NA
MSMEG_6848	1.09	Med-slow	0.1071	122.95	Slow	0.1598	112.8	Large
MSMEG_6849	NA	NA	NA	24.18	Med-fast	0.3794	NA	NA
MSMEG_6852	NA	NA	NA	22.61	Med-fast	0.3502	NA	NA
MSMEG_6856	1.27	Med-slow	0.2646	NA	NA	NA	NA	NA
MSMEG_6857	NA	NA	NA	12.95	Fast	0.0937	NA	NA
MSMEG_6858	0.84	Med-fast	0.1803	26.81	Med-slow	0.2163	31.92	Med-large
MSMEG_6859	0.85	Med-fast	0.0486	18.41	Med-fast	0.1751	21.66	Med-small
MSMEG_6860	NA	NA	NA	15.05	Fast	0.2374	NA	NA
MSMEG_6863	0.69	Fast	0.0325	22.88	Med-fast	0.1602	33.16	Med-large
MSMEG_6864	0.74	Med-fast	0.2681	NA	NA	NA	NA	NA
MSMEG_6866	0.82	Med-fast	0.2124	NA	NA	NA	NA	NA
MSMEG_6867	1.21	Med-slow	0.2746	NA	NA	NA	NA	NA
MSMEG_6869	0.77	Med-fast	0.0875	98.91	Slow	0.4705	128.45	Large
MSMEG_6871	NA	NA	NA	23.55	Med-fast	0.4682	NA	NA
MSMEG_6872	2.24	Slow	0.2803	NA	NA	NA	NA	NA
MSMEG_6874	2.35	Slow	0.4087	18.69	Med-fast	0.1682	7.95	Small
MSMEG_6875	2.21	Slow	0.2914	35.5	Med-slow	0.1894	16.06	Small
MSMEG_6876	1.88	Slow	0.3274	14.43	Fast	0.3119	7.68	Small
MSMEG_6878	2.26	Slow	0.2944	12.84	Fast	0.4353	5.68	Small
MSMEG_6879	2.08	Slow	0.0749	12.77	Fast	0.149	6.14	Small
MSMEG_6880	2.87	Slow	0.1591	22.45	Med-fast	0.1953	7.82	Small
MSMEG_6881	0.64	Fast	0.0818	11.91	Fast	0.168	18.61	Med-small
MSMEG_6882	0.76	Med-fast	0.2518	15.13	Fast	0.2826	19.91	Med-small
MSMEG_6884	0.58	Fast	0.3734	NA	NA	NA	NA	NA
MSMEG_6885	NA	NA	NA	71.66	Slow	0.4233	NA	NA
MSMEG_6886	NA	NA	NA	8.75	Fast	0.2969	NA	NA
MSMEG_6888	0.76	Med-fast	0.1992	14.37	Fast	0.4274	18.91	Med-small
MSMEG_6892	0.7	Fast	0.1552	75.86	Slow	0.1327	108.37	Large
MSMEG_6894	1.15	Med-slow	0.0806	NA	NA	NA	NA	NA
MSMEG_6895	1.01	Med-slow	0.0808	NA	NA	NA	NA	NA
MSMEG_6896	1.08	Med-slow	0.0926	NA	NA	NA	NA	NA
MSMEG_6897	1.35	Med-slow	0.0779	NA	NA	NA	NA	NA
MSMEG_6898	NA	NA	NA	24.55	Med-slow	0.1554	NA	NA
MSMEG_6899	NA	NA	NA	36.34	Med-slow	0.0582	NA	NA
MSMEG_6900	0.83	Med-fast	0.0988	36.6	Med-slow	0.0484	44.1	Large
MSMEG_6901	0.46	Fast	0.2183	19.32	Med-fast	0.1425	42	Large
MSMEG_6902	0.94	Med-fast	0.0443	22.07	Med-fast	0.1506	23.48	Med-small
MSMEG_6903	1.2	Med-slow	0.144	221.99	Slow	0.0922	184.99	Large
MSMEG_6904	0.89	Med-fast	0.3049	NA	NA	NA	NA	NA
